Gloss	Belarusian	Bulgarian	Croatian	Czech	Latvian	Lithuanian	Polish	Russian	Slovak	Slovene	Ukrainian
MOSQUITO_1	kamar	kɔmar	kɔmǎːraʦ	komaːr			kɔmaɾ	kɐmaˑr	kɔmaːr	kɔma˨ːr	kɔmɑr
MOSQUITO_2					uɔ̯ts	ûədɐs					
MOTHER_1	maʦi	majka	mâːjka	matka	mɑːtɛ		matka	maˑtʲ	mac~matka		mɑtɪ
MOTHER_2										ma˨ːma	
MOTHER_3						môːtʲɪnɐ					
MOUNTAIN_1		pɫanina								plani˨ːna	
MOUNTAIN_2			br̩̂dɔ								
MOUNTAIN_3										ɡo˦ːra	
MOUNTAIN_4	ɣara			ɦora			ɡuɾa	ɡɐraˑ	ɦɔra		ɦɔrɑ
MOUNTAIN_5					kɑlns	kâˑɫnɐs					
MOUSE_1	mɨʂ	miʃka	mîʃ	mɪʃ			mɨʂ	mɨˑʃ	miʃ		mɪʂɑ
MOUSE_2										mi˦ʃ	
MOUSE_3					pɛlɛ	pɛɫěː					
MOUSTACHE_1		mustaʦi									
MOUSTACHE_2			br̩̂kɔʋi								
MOUSTACHE_3										bə˨rki	
MOUSTACHE_4	vus~vusɨ						vɔ̃sɨ	uˑs~usɨˑ	fuːzi		wusɑ
MOUSTACHE_5				kɲiːrɪ							
MOUSTACHE_6						ǔːsɐʲɪ̯ˑ					
MOUSTACHE_7					uːsɑs						
MOUTH_1		usta	ǔːsta				usta		uːsta		
MOUTH_2										u˨ːsta	
MOUTH_3				pusa							
MOUTH_4	rɔt							rɔˑt			rɔt
MOUTH_5						bʊrnɑ̂					
MOUTH_6					mutːɛ						
MOVE_(OF_PERSON)_1		dviʒasɛ						dvʲiˑɡətʲsʲɪ			
MOVE_(OF_PERSON)_2		mɤrdamsɛ									
MOVE_(OF_PERSON)_3			ɡǐːbatisɛ~krɛ̌ːtatisɛ								
MOVE_(OF_PERSON)_4										zɡani˨ːtisɛ	
MOVE_(OF_PERSON)_5				poɦnoʊ̯tsɛ					pɔɦibɔvacsa		
MOVE_(OF_PERSON)_6	ruxatʦa						pɔɾuʂaʨɕɛ̃				ruxɑtɪsʲɑ
MOVE_(OF_PERSON)_7						jʊdêːtʲɪ					
MOVE_(OF_PERSON)_8						pɐsʲɪjʊ̂dʲɪntʲɪ					
MOVE_(OF_PERSON)_9					virziːtiɛ̯s						
MOVE_EMOTIONALLY_1		trɔɡna									
MOVE_EMOTIONALLY_2			tǎknuti								
MOVE_EMOTIONALLY_3										ɡani˨ːti	
MOVE_EMOTIONALLY_4									dɔjac		
MOVE_EMOTIONALLY_5				dojmoʊ̯t							
MOVE_EMOTIONALLY_6							vzɾuʂɨʨ				
MOVE_EMOTIONALLY_7	rasʈ͡ʂuliʦʲ										rɔzʈ͡ʂulɪtɪ
MOVE_EMOTIONALLY_8								rɐstrɔˑɡətʲ			
MOVE_EMOTIONALLY_9						jâˑʊ̯dʲɪntʲɪ					
MOVE_EMOTIONALLY_10						ɡrɒʊ̯ˑdʲɪ̂ntʲɪ					
MOVE_EMOTIONALLY_11					ai̯zɡrɑːpt						
MOVE_IN_HASTE_1		bɤrzam									
MOVE_IN_HASTE_2			xîtati								
MOVE_IN_HASTE_3										drʋɛ˨ːti	
MOVE_IN_HASTE_4									suːric		
MOVE_IN_HASTE_5	spʲaʂatʦa			spjɛxat				spʲɪʃɨˑtʲ			spʲiʂɪtɪ
MOVE_IN_HASTE_6							pɔspiɛʂaʨ				
MOVE_IN_HASTE_7						skʊbêːtʲɪ					
MOVE_IN_HASTE_8					drau̯kt						
MUSH_1	kaʂa	kaʃa	kâʃa	kaʃɛ		kǒːʃeː	kaʂa	kaˑʃə	kaʃa		kɑʂɑ
MUSH_2										ka˨ːʃa	
MUSH_3					pudrɑ						
MUSH_4					biɛ̯zɛnis						
MUSHROOM_1		ɡɤba		ɦoʊ̯ba							
MUSHROOM_2			pɛ̌ʧuːrka								
MUSHROOM_3										ɡɔ˨ːba	
MUSHROOM_4	ɣrɨb						ɡʐɨp	ɡrʲiˑp	ɦriːp		ɦrɪb
MUSHROOM_5						ɡrǐːbɐs					
MUSHROOM_6					seːnɛ						
NAIL_(TOOL)_1		ɡvɔzdɛj					ɡvuɕʨ	ɡvəztʲ			
NAIL_(TOOL)_2			ʧâʋaɔ								
NAIL_(TOOL)_3										ʒɛbɛ˦l	
NAIL_(TOOL)_4									kɫinɛʦ		
NAIL_(TOOL)_5				ɦr̝ɛbiːk							
NAIL_(TOOL)_6											ʦvɑx
NAIL_(TOOL)_7	ʦvik										
NAIL_(TOOL)_8						ʋʲɪnʲɪ̂s					
NAIL_(TOOL)_9					nɑɡlɑ						
NAKED_1	ɣɔlɨ	ɡɔɫ						ɡɔˑɫɨj			ɦɔlɪj
NAKED_2			nâːɡ	naɦiː			naɡi		naɦiː		
NAKED_3										na˨ːɡ	
NAKED_4						nûəɡɐs					
NAKED_5					bliks						
NAME_1	imʲa	imɛ	îmɛ				imiɛ̃	jɨˑmʲɪ		imɛ˨ː	jimjɑ
NAME_2				jmɛːno					mɛnɔ		
NAME_3					vɑːrts	ʋɐ̂rˑdɐs					
NAPE_(OF_NECK)_1		tiɫ		tiːl							
NAPE_(OF_NECK)_2			zǎtiʎak					zɐtɨˑɫək			
NAPE_(OF_NECK)_3										zati˨ːlnik	
NAPE_(OF_NECK)_4									væzi		
NAPE_(OF_NECK)_5							kaɾk				
NAPE_(OF_NECK)_6	patɨliʦa										pɔtɪlɪʦʲɑ
NAPE_(OF_NECK)_7					sbrɑnts	sprâˑndɐs					
NARROW_1		tɛsɛn									
NARROW_2	vuzki		ǔskiː	uːskiː			vɔ̃ski	uˑzkij	uːski		wuzʲkɪj
NARROW_3			ûzak								
NARROW_4										ɔ˨ːzɛk	
NARROW_5						smʊ̂ɫkʊs					
NARROW_6					tiɛ̯fs						
NAVEL_1		pɤp									
NAVEL_2	pupɔk		pûpak	pupɛk			pɛmpɛk	pupɔˑk	pupɔk		pupɔk
NAVEL_3										pɔ˨ːpɛk	
NAVEL_4						bâˑmbɐ					
NAVEL_5					nɑbɑ						
NEAR_1	blizki	blizɤk	blîzak	bliːskiː			bliski	bliˑzkij	bɫiːski		blɪzʲkɪj
NEAR_2										bli˨ːʒni	
NEAR_3						ɐ̂rˑtʲɪmɐs					
NEAR_4					tufs						
NECK_1		vrat	ʋrâːt							ʋra˨ːt	
NECK_2				krk					kr̩k		
NECK_3	ʂɨja						ʂɨja	ʃɛˑjə			ʂɪjɑ
NECK_4					kɑɡls	kǎkɫɐs					
NEEDLE_(FOR_SEWING)_1		iɡɫa	ǐɡla	jɛɦla			iɡwa	jɨɡɫaˑ	iɦɫa		
NEEDLE_(FOR_SEWING)_2										i˨ːɡla	
NEEDLE_(FOR_SEWING)_3	iɣɔlka										ɦɔlkɑ
NEEDLE_(FOR_SEWING)_4					ɑdɑtːɑ	ǎdɐtɐ					
NEST_1	ɣnʲazdɔ	ɡnɛzdɔ	ɡnijɛ̌zdɔ	ɦɲiːzdo			ɡniazdɔ	ɡnʲɪzdɔˑ	ɦni̯ezdɔ		ɦnʲizdɔ
NEST_2										ɡnɛ˨ːzdɔ	
NEST_3						ɡuːʒtɑ̂					
NEST_4					liɡzdɑ	lʲɪ̂zdɐs					
NET_1		mrɛʒa	mrɛ̂ʒa								
NET_2										mrɛ˨ːʒa	
NET_3	sʲɛtka			siːc			ɕɛʨ	sʲeˑtʲ	si̯ec		sʲitʲ
NET_4					tiːɡls	tʲɪ̂nˑkɫɐs					
NEVER_1	nikɔli	nikɔɡa	nîkad~nîkadaː					nʲikɐɡdaˑ			nʲikɔlɪ
NEVER_2				ɲɪɡdɪ			niɡdɨ		niɡdi	nikda˦r	
NEVER_3						niəkɐdɑ̂~niəkuəmɛ̂t					
NEVER_4					nɛmuːʒɑm						
NEW_1	nɔvɨ	nɔf	nɔ̂ʋ	noviː			nɔvɨ	nɔˑvɨj	nɔviː		nɔwɪj
NEW_2										nɔ˦ʋ	
NEW_3						nɒʊ̯ˑjɐs					
NEW_4					jau̯ns						
NEWS_1	navina	nɔvina		novɪna~novɪŋka			nɔvina		nɔviŋka		nɔwɪnɑ
NEWS_2			nɔ̌ːʋɔːst					nɔˑvəstʲ			
NEWS_3										nɔʋɔ˨ːst	
NEWS_4						nɒʊ̯ˑjîənɐ					
NEWS_5					jau̯nums						
NEWSPAPER_1		vɛstnik					ʥɛnːik				
NEWSPAPER_2			nɔ̂ʋinɛ	novɪnɪ					nɔvini		
NEWSPAPER_3										ʧa˨ːsnik	
NEWSPAPER_4	ɣazʲɛta						ɡazɛta	ɡɐzʲeˑtə			ɦɑzɛtɑ
NEWSPAPER_5					lai̯ɡrɑksts	ɫɐʲɪ̯ˑkrɐʃtʲɪs					
NEWSPAPER_6					ɑviːzɛ						
NEXT_TO_1		dɔ									
NEXT_TO_2		pri				priə			pri		
NEXT_TO_3			kraj~pɔ̂kraj								
NEXT_TO_4			pɔrɛd								
NEXT_TO_5										kra˦j	
NEXT_TO_6										pɔ˨ːlɛɡ	
NEXT_TO_7				vɛdlɛ				vɔˑzlɪ	vɛdʎa		
NEXT_TO_8							ɔbɔk				
NEXT_TO_9	kalʲa										bilʲɑ
NEXT_TO_10						ʃɐlʲɛ̂					
NEXT_TO_11					liːʣɑːs						
NIGHT_1	nɔʈ͡ʂ	nɔʃt	nɔ̂ːʨ	noʦ			nɔʦ	nɔˑʨ	nɔʦ		nʲiʈ͡ʂ
NIGHT_2										nɔ˨ːʧ	
NIGHT_3					nɑkts	nɐktʲɪ̂s					
NINE_1	dzʲɛvʲaʦʲ	dɛvɛt	dɛ̂ʋɛːt	dɛvjɛt			ʥɛviɛnʨ	dʲeˑvʲɪtʲ	dɛvæc		dɛwjɑtʲ
NINE_2										dɛʋɛ˨ːt	
NINE_3					dɛviɲi	dɛʋʲiːnʲɪ̂					
NINETY_1		dɛvɛtdɛsɛt	dɛʋɛtdɛ̌sɛːt	dɛvadɛsaːt			ʥɛviɛnʥʥɛɕɔnt		dɛvæɟdɛsi̯at		
NINETY_2										dɛʋɛ˨ːtdɛsɛt	
NINETY_3	dzʲɛvʲanɔsta							dʲɪvʲɪnɔˑstə			dɛwjɑnɔstɔ
NINETY_4					dɛviɲdɛzmit	dɛʋîːnʲɛsdɛʃʲɪmt					
NOISE_1	ʂum	ʃum						ʃuˑm			ʂum
NOISE_2		ɡɫɤʧka		ɦluk					ɦɫuk		
NOISE_3			bûka								
NOISE_4			ɡalǎːma								
NOISE_5										xru˨ːp	
NOISE_6										tru˨ːʃʧ	
NOISE_7									ɦurɦaj		
NOISE_8							xawas				
NOISE_9							zɡiɛwk				
NOISE_10					druɔ̯kznis	trʲɪʊ̂kʃmɐs					
NOOSE_1		kɫup									
NOOSE_2			ûzaɔ								
NOOSE_3			pɛ̂tʎa								pɛtlʲɑ
NOOSE_4										za˨ːnka	
NOOSE_5										pe˦ːtla	
NOOSE_6				smɪʧka					sɫuʧka		
NOOSE_7							ɕidwa				
NOOSE_8	silɔ							sʲiɫɔˑk			
NOOSE_9					ʦilpɑ	kʲɪ̂ɫpɐ					
NORTH_1		sɛvɛr	sjɛ̂ʋɛːr	sɛvɛr				sʲeˑvʲɪr	sɛvɛr		
NORTH_2										sɛ˨ːʋɛr	
NORTH_3	pɔwnaʈ͡ʂ						puwnɔʦ				pʲiwnʲiʈ͡ʂ
NORTH_4						ʃʲɪâˑʊ̯reː					
NORTH_5					ziɛ̯mɛʎi	ʒiəmʲɛʲɪ̯ˑ					
NOSE_1	nɔs	nɔs	nɔ̂ːs	nos			nɔs	nɔˑs	nɔs		nʲis
NOSE_2										nɔ˨ːs	
NOSE_3						nôːsʲɪs					
NOSE_4					dæɡuns						
NOT_1	nʲɛ	nɛ	nɛ̂	nɛ	nɛ	nɛ̂	niɛ	nʲeˑ	ni̯e	nɛ	nɛ
NOTICE_1		zabɛlɛʒa									
NOTICE_2	zawvaʐɨʦʲ		zǎpaziti				zauvaʐɨʨ				
NOTICE_3			primijɛ̌titi			pɐmɐtîːtʲɪ		zɐmʲeˑtʲitʲ			pɔmitɪtɪ
NOTICE_4										ɔpa˨ːziti	
NOTICE_5									pɔdɔtknuc		
NOTICE_6				spozorovat					spɔzɔrɔvac		
NOTICE_7						pɐstɛbêːtʲɪ					
NOTICE_8					iɛ̯væːruɔ̯t						
NOTICE_9					iɛ̯rau̯ʣiːt						
NOVEMBER_1		nɔɛmvri									
NOVEMBER_2			stǔdɛniː								
NOVEMBER_3			nɔ̌ʋɛːmbar		nuɔ̯vɛmbris				nɔvɛmbɛr		
NOVEMBER_4										nɔʋe˦ːmbɛr	
NOVEMBER_5	listapad			lɪstopat			listɔpat				lɪstɔpɑd
NOVEMBER_6								nɐjaˑbrʲ			
NOVEMBER_7						ɫǎpkrʲɪtʲɪs					
NOW_1		sɛɡa									
NOW_2			sâd~sâda								
NOW_3										zda˦j	
NOW_4							tɛɾas		tɛras		
NOW_5				tɛc							
NOW_6				nɪɲiː							
NOW_7							ɔbɛʦniɛ				
NOW_8	ʦʲapʲɛr					dɐbɐr					tɛpɛr
NOW_9								sʲɪjʧaˑs			
NOW_10					tɑɡɑd						
OCTOBER_1		ɔktɔmvri	ɔ̌ktɔːbar					ɐktʲaˑbrʲ	ɔktɔːbɛr		
OCTOBER_2			lîstɔpaːd								
OCTOBER_3										ɔktɔ˨ːbɛr	
OCTOBER_4				r̝iːjɛn							
OCTOBER_5	kastrɨʈ͡ʂnik						paʑʥɛɾnik				
OCTOBER_6											ʐɔwtɛnʲ
OCTOBER_7						spǎlʲɪs					
OCTOBER_8					uɔ̯ktuɔ̯bris						
OFTEN_1	ʈ͡ʂasta	ʧɛstɔ	ʧɛ̂ːstɔ	ʧasto			ʈ͡ʂɛ̃stɔ	ʧaˑstə	ʧastɔ		ʈ͡ʂɑstɔ
OFTEN_2										pɔɡɔ˨ːstɔ	
OFTEN_3						dɐʒnɐʲɪ̯ˑ					
OFTEN_4					biɛ̯ʒi						
OIL (ORGANIC SUBSTANCE)_1		ɔliɔ~ɔlivija									ɔlʲijɑ
OIL (ORGANIC SUBSTANCE)_2			ûːʎɛ								
OIL (ORGANIC SUBSTANCE)_3										ɔ˨ːlɛ	
OIL (ORGANIC SUBSTANCE)_4	alʲɛj			olɛj			ɔlɛj		ɔɫɛj		
OIL (ORGANIC SUBSTANCE)_5								maˑsɫə			
OIL (ORGANIC SUBSTANCE)_6						ɐɫiəjʊs					
OIL (ORGANIC SUBSTANCE)_7					ɛʎːɑ						
OLD_(AGED)_1	starɨ	star	stâr	stariː			staɾɨ		stariː		stɑrɪj
OLD_(AGED)_2										sta˦r	
OLD_(AGED)_3								pəʒɨɫɔˑj			
OLD_(AGED)_4						pɐɡʲiːʋɛ̌næːs					
OLD_(AGED)_5					væʦ						
OLD_(USED)_1	starɨ	star	stâr	stariː			staɾɨ	staˑrɨj	stariː		stɑrɪj
OLD_(USED)_2		drɛvɛn									
OLD_(USED)_3										sta˦r	
OLD_(USED)_4					sɛns	sɛ̌nɐs					
OLD_(USED)_5					væʦ						
ONCE_(IN_THE_PAST)_1		nʲakɔɡa									
ONCE_(IN_THE_PAST)_2			nɛ̂ɡda~nɛ̂kada						ni̯ekɛdi		
ONCE_(IN_THE_PAST)_3										nɛ˨ːkdaj	
ONCE_(IN_THE_PAST)_4				ɡdɪsɪ					kɛdisi		
ONCE_(IN_THE_PAST)_5							kiɛdɨɕ~niɛɡdɨɕ				
ONCE_(IN_THE_PAST)_6											kɔlɪsʲ
ONCE_(IN_THE_PAST)_7	adnɔjʈ͡ʂɨ							ɐdnaˑʒdɨ			
ONCE_(IN_THE_PAST)_8						kɐdâˑʲɪ̯sɛ					
ONCE_(IN_THE_PAST)_9						kʲɪ̂tɑːkɐ̂rˑtɑː					
ONCE_(IN_THE_PAST)_10					ʦidrɛi̯z						
ONE_1	adzin	ɛdin	jɛ̌dan	jɛdɛn			jɛdɛn	ɐdʲiˑn	jɛdɛn		ɔdɪn
ONE_2										e˦ːdɛn	
ONE_3					viɛ̯ns	ʋîənɐs					
ONE_TIME_1		vɛdnɤʃ									
ONE_TIME_2		ɛdinpɤt	jɛdǎnput								
ONE_TIME_3			jɛ̌dnɔːm	jɛdnoʊ̯							
ONE_TIME_4									jɛdɛŋkraːt	e˦ːnkrat	
ONE_TIME_5	adzinraz						ɾas	raˑs	ras		ɔdɪnrɑz
ONE_TIME_6						kɐ̂rˑtɑː~ʋîənɑːkɐ̂rˑtɑː					
ONE_TIME_7					rɛi̯z~viɛ̯nrɛi̯z						
ONION_1		ɫuk	lûk					ɫuˑkəvʲiʦə			
ONION_2		krɔmit									
ONION_3	ʦɨbulʲa		kâpula	ʦɪbulɛ			ʦɛbula		ʦibuʎa		ʦɪbulʲɑ
ONION_4										ʧɛbu˨ːla	
ONION_5						sʋoɡǔːnɐs					
ONION_6					siːpuɔ̯ls						
ONLY_1		samɔ	sâmɔ							samɔ˨ː	
ONLY_2				jɛn					ɫɛn		
ONLY_3				jɛnom							
ONLY_4	tɔlʲki						tɨlkɔ	tɔˑlkə			tʲilʲkɪ
ONLY_5											lɪʂɛ
ONLY_6					tikai̯	tʲɪ̂k					
ONLY_7					viɛ̯n	ʋîən					
OPEN_1		ɔtvɔrʲa	ɔtʋɔ̌riti	otɛvr̝iːt			ɔtfɔʐɨʨ		ɔdvɔric		
OPEN_2										ɔdprɛ˨ːti	
OPEN_3								ɐtkrɨˑtʲ			vidkrɪtɪ
OPEN_4	adʈ͡ʂɨniʦʲ										
OPEN_5					ɑdveːrt	ɐtʋêˑrtʲɪ					
OPEN_6						ɐtʲɪdɐrîːtʲɪ					
OPEN_7					ɑtːai̯siːt						
OPEN_(OF_DOOR)_1		ɔtkrɔvɛn									
OPEN_(OF_DOOR)_2			ɔ̌tʋɔrɛn	otɛvr̝ɛniː					ɔdvɔrɛniː		
OPEN_(OF_DOOR)_3										ɔdpə˨rt	
OPEN_(OF_DOOR)_4					ɑdvæːrts		ɔtfaɾtɨ				
OPEN_(OF_DOOR)_5	adkrɨtɨ							ɐtkrɨˑtɨj			vidkrɪtɪj
OPEN_(OF_DOOR)_6	adʈ͡ʂɨnʲɛnɨ										
OPEN_(OF_DOOR)_7						ǎtʋʲɪrɐs					
OPEN_(OF_DOOR)_8					vɑʎeːjs						
OR_1		ili	îli					jɨˑli			
OR_2										a˨ːli	
OR_3	abɔ			nɛbo			albɔ	liˑbə	aɫɛbɔ		ɑbɔ
OR_4							lup				
OR_5						ɐ̂rˑ					
OR_6						ɐrbɑ̂					
OR_7					jɛb						
OTHER_1	druɣi	druk	drûɡiː~druɡǎʧijiː					druɡɔˑj	druɦiː		
OTHER_2										dru˨ːɡi	
OTHER_3	inʂɨ			jɪniː			inːɨ		iniː		
OTHER_4											jinɑkʂɪj
OTHER_5						kʲɪ̂tɐs					
OTHER_6					uɔ̯drs						
OWL_1	sava	sɔva	sɔ̂ʋa	sova			sɔva	sɐvaˑ	sɔva		sɔwɑ
OWL_2										so˦ːʋa	
OWL_3						pɛɫêːdɐ					
OWL_4					puːʦɛ						
OWN_1	mʲɛʦʲ	imam	ǐmati	miːt				jɨmʲeˑtʲ	mac		mɑtɪ
OWN_2		pritɛʒavam									
OWN_3			pɔ̌sjɛdɔʋati				pɔɕadaʨ				
OWN_4										imɛ˨ːti	
OWN_5				vlastɲɪt					vɫastnic		
OWN_6						tʊrêːtʲɪ					
OWN_7					piɛ̯dɛreːt						
PADDLE_1	vʲaslɔ	vɛsɫɔ	ʋɛ̌slɔ	vɛslo			viɔswɔ	vʲɪsɫɔˑ	vɛsɫɔ		wɛslɔ
PADDLE_2		ɡrɛbɫɔ									
PADDLE_3										ʋe˦ːslɔ	
PADDLE_4					irɡlis	ɪ̂rkɫɐs					
PADDLE_5					ai̯ris						
PAIN_1	bɔlʲ	bɔɫka	bɔ̂ːl				bul	bɔˑl			bilʲ
PAIN_2										bɔ˨ːl	
PAIN_3										bɔlɛʧi˨ːna	
PAIN_4				bolɛst					bɔɫɛsc		
PAIN_5						skɒʊ̯ˑsmɐs					
PAIN_6					sɑːpɛs						
PAINTING_1		risuvam						rʲisɐvaˑtʲ			
PAINTING_2			slîkati								
PAINTING_3										sli˨ːkati	
PAINTING_4	malʲavaʦʲ			malovat			malɔvaʨ		maʎɔvac		mɑlʲuwɑtɪ
PAINTING_5						tɐpîːtʲɪ					
PAINTING_6					ɡlæznuɔ̯t						
PAINT_(PIGMENTS)_1		bɔja									
PAINT_(PIGMENTS)_2	farba		fâːrba	barva			faɾba		farba		fɑrbɑ
PAINT_(PIGMENTS)_3										ba˨ːrʋa	
PAINT_(PIGMENTS)_4					ɡrɑːsɑ			kraˑskə			
PAINT_(PIGMENTS)_5						dɐʒɐʲɪ̯ˑ					
PALM_OF_HAND_1	dalɔnʲ	dɫan	dlân	dlaɲ			dwɔɲ		dɫaɲ		dɔlɔnʲɑ
PALM_OF_HAND_2										dla˨ːn	
PALM_OF_HAND_3								ɫɐdɔˑnʲ			
PALM_OF_HAND_4					dælnɑ	dêˑɫnɐs					
PALM_OF_HAND_5					blau̯kstɑ	pɫǎʃtɐkɐ					
PARENTS_1		rɔditɛli	rɔ̌ditɛʎi	rodɪʧɛ			ɾɔʥiʦɛ	rɐdʲiˑtʲɪli	rɔdiʧi̯a		
PARENTS_2										sta˨ːrʃi	
PARENTS_3	baʦʲki										bɑtʲkɪ
PARENTS_4						teːʋɐʲɪ̯ˑ					
PARENTS_5					væʦɑːki						
PART_1		dʲaɫ		diːl							
PART_2	ʈ͡ʂastka	ʧast		ʧaːst			ʈ͡ʂɛ̃ɕʨ	ʧəstʲ	ʧasc		ʈ͡ʂɑstɪnɑ
PART_3			dîɔ								
PART_4										dɛ˨ːl	
PART_5					dɑʎɑ	dɐlʲɪ̂s					
PART_WAYS_1	rasːtatʦa	razdɛʎasɛ					ɾɔsːtaʨɕɛ̃	rɐsstaˑtʲsʲɪ			
PART_WAYS_2			rǎziːʨisɛ	rozɛjiːtsɛ					rɔziːscsa		rɔzluʈ͡ʂɪtɪsʲɑ
PART_WAYS_3										lɔʧi˨ːtisɛ	
PART_WAYS_4					ʃcirtiɛ̯s~isʃcirtiɛ̯s	skʲɪ̂rtʲɪs~ɪʃsʲɪskʲɪ̂rtʲɪ					
PASS_1		minavam									
PASS_2			prɔ̌laziti			prɐɛʲɪ̯ˑtʲɪ					
PASS_3										mini˨ːti	
PASS_4				plɪnoʊ̯t					pɫinuːc		
PASS_5	praxɔdziʦʲ						pʂɛxɔʥiʨ	prəxɐdʲiˑtʲ			prɔxɔdɪtɪ
PASS_6					pai̯ɛt						
PASS_(SOMETHING)_1	pʲɛradaʦʲ	pɔdam		podat			pɔdaʨ	pʲɪrʲɪdaˑtʲ	pɔdac		pɛrɛdɑtɪ
PASS_(SOMETHING)_2			prûʒiti								
PASS_(SOMETHING)_3										sɛ˨ːʧi	
PASS_(SOMETHING)_4										mɔli˨ːti	
PASS_(SOMETHING)_5					pɑduɔ̯t	pɐdûətʲɪ					
PASS_(SOMETHING)_6					zniɛ̯kt						
PASTURE_1	paʂa	paʃa	pâʃa~pâʃɲaːk								
PASTURE_2		pasiʃtɛ									pɑsɔwɪʂʈ͡ʂɛ
PASTURE_3										pa˨ːʃa	
PASTURE_4				pazdva~pazdvɪna			pastfiskɔ		pazdva		
PASTURE_5								paˑstbʲiʃʲːɪ			
PASTURE_6						ɡɐnʲiːkɫɑ̂					
PASTURE_7						ɡɫûəsnʲɪs					
PASTURE_8					ɡɑniːbɑs						
PATH_1		pɤtɛka									
PATH_2			stǎza							stɛza˦	
PATH_3									xɔdniːk		
PATH_4				pjɛʃɪna							
PATH_5	sʦʲɛʐka						ɕʨɛʂka				stɛʐkɑ
PATH_6								trɐpaˑ			
PATH_7					tɑkːɑ	tǎkɐs					
PATTERN_1		dɛsɛn									
PATTERN_2		ɔbrazɛʦ									
PATTERN_3	uzɔr		ǔzɔr	vzor			vzuɾ	uzɔˑr	vzɔr~vzɔrka		uzɔr
PATTERN_4										ʋzɔ˨ːrɛʦ	
PATTERN_5						rǎʃtɐs					
PATTERN_6					piɛ̯mæːrs						
PAW_1		nɔkɤt									
PAW_2			pâːnʤa								
PAW_3										krɛ˨ːmpɛl	
PAW_4							pazuɾ		pazuːr		
PAW_5				draːp							
PAW_6	lapa							ɫaˑpə			lɑpɑ
PAW_7					nɑks	nǎɡɐs					
PAY_1	plaʦiʦʲ	pɫatʲa	plǎːʨati	placɪt			pwaʨiʨ	pɫɐtʲiˑtʲ	pɫatic		plɑtɪtɪ
PAY_2										plaʧɛʋa˨ːti	
PAY_3					mɑksɑːt	mokêːtʲɪ					
PAY_FOR_1	zaplaʦiʦʲ	zapɫatʲa	plǎːtiti	zaplacɪt			zapwaʨiʨ	zəpɫɐtʲiˑtʲ	zapɫatic		zɑplɑtɪtɪ
PAY_FOR_2										pla˨ːʧati	
PAY_FOR_3					ɑbmɑksɑːt	ɐpmokêːtʲɪ					
PEOPLE_1	narɔd	narɔt	nǎːrɔd	naːrot			naɾut	nɐrɔˑt	naːrɔt		nɑrɔd
PEOPLE_2			pûːk								
PEOPLE_3										na˨ːrɔd	
PEOPLE_4									ʎut		
PEOPLE_5					tau̯tɑ	tɒʊ̯ˑtɑ̂					
PEOPLE_(SEVERAL)_1		xɔra									
PEOPLE_(SEVERAL)_2	lʲudzi		ʎûːdi	lɪdɛː			luʥɛ	luˑdʲi	ʎudi̯a	ludjɛ˨ː	lʲudɪ
PEOPLE_(SEVERAL)_3						ʒmôːneːs					
PEOPLE_(SEVERAL)_4					ʎau̯dis						
PEOPLE_(SEVERAL)_5					ʦilvæːki						
PERCH_(FISH)_1		kɔstur									
PERCH_(FISH)_2			ɡř̩ɡɛːʧ								
PERCH_(FISH)_3									ɔstri̯eʃ	ɔstri˨ːʒ	
PERCH_(FISH)_4	akunʲ			okoʊ̯n			ɔkɔɲ	ɔˑkunʲ			ɔkunʲ
PERCH_(FISH)_5					ɑsːɑris	ɛʃɛrǐːs					
PERISH_(OF_HUMAN)_1	zaɣinuʦʲ	zaɡina		zaɦɪnoʊ̯t			zɡinɔnʨ	pɐɡiˑbnutʲ	zaɦinuːc		zɦɪnutɪ
PERISH_(OF_HUMAN)_2			skâpati								
PERISH_(OF_HUMAN)_3										pɔɡi˨ːniti	
PERISH_(OF_HUMAN)_4						ʒûːtʲɪ					
PERISH_(OF_HUMAN)_5					ɑpsbrɑːkt						
PERISH_(OF_HUMAN)_6					ai̯ziɛ̯tbuɔ̯jɑː						
PERSON_1	ʈ͡ʂalavʲɛk	ʧɔvɛk	ʧɔ̌ʋjɛk	ʧlovjɛk			ʈ͡ʂwɔviɛk	ʨɪɫɐvʲeˑk	ʧɫɔvɛk		
PERSON_2										ʧlo˦ːʋɛk	
PERSON_3											lʲudɪnɑ
PERSON_4						ʒmoɡʊ̂s					
PERSON_5					ʦilvæːks						
PHYSICIAN_1		lɛkar		lɛːkar̝̥			lɛkaɾs		ɫɛkaːr		lʲikɑr
PHYSICIAN_2			lîjɛʧniːk								
PHYSICIAN_3										zdraʋni˨ːk	
PHYSICIAN_4	uraʈ͡ʂ										
PHYSICIAN_5								vraˑʧ			
PHYSICIAN_6						ɡîːdʲiːtojɐs					
PHYSICIAN_7					ɑːrsts						
PICK_1		bɛra	ǔbrati						ɔbɛrac		
PICK_2		ɔtkɤsna									
PICK_3										ɔbra˨ːti	
PICK_4									tr̩ɦac		
PICK_5				ʧɛsat							
PICK_6	zrɨvaʦʲ						zɛɾvaʨ	rvaˑtʲ~srɨvaˑtʲ			zrɪwɑtɪ
PICK_7						skʲɪ̂ntʲɪ~rɐʃkîːtʲɪ					
PICK_8					rau̯t						
PICK_9					bluːkt						
