Gloss	Erzya	Estonian	Finnish	Forest Enets	Hill Mari	Hungarian	Inari Sami	Kildin Sami	Komi-Permyak	Komi-Zyrian	Livonian	Lule Sami	Meadow Mari	Moksha	Nganasan	North Karelian	Northern Khanty	Northern Mansi	Northern Sami	Northern Selkup	Olonets Karelian	Skolt Sami	Southern Sami	Tundra Nenets	Udmurt	Veps
EVERYWHERE	erʲvakoso	kɤikjɑl	kɑi̯kːiɑlːɑ	kuhurin	jɯlt~ʦilævære	mindɛnytː	jyɑhisɑːjeːst	puɡkveɕ	bɨdɫan	bɨdɫɑɨn	ɑˀmʃi	jʊu͡ɔhːkɑsɑjɛn	ʧɤlɑˑvereˑ	sʲeˑmbʲevaˑstova	kuɲirɐːnu~bənsəkuɲini	kɑikːiɛlːɑ~jɔkɑpɑikɑsːɑ	isa	χoːtakʷaɣ	jʊ̯ɔhkesɑjis	jistamɨ	kɑikːiɛl~jɔɡɑsijɑs	veːzːʲɘ~pukveːzːʲɘ	kɑːjhkɛnɛlɛhkɛsnɛ	jɑndɑʔnɑ~jɑndɑxəʔnɑ	kotʲkɨtɨn~pɑsʲtɑnɑ	kɑikjɑl
EVIL	keʒej	tʲiɡ̥e	pɑhɑ~hæi̯jʏ	bari	ʃɯðæn	rosː~ɡonos	pɑː~ilbɐd	poasː~keːrːaj	ʎok	ʎok	tiˀɡ~æˀbjɨvɑː	bɑha	ʃɤˑde	kaʒi	nəŋxʷo	ilkiɛ~vihɑkːɑ		kantɪŋ	pɑhaː	ɲeɲaj	vihɑinɛ~ærɛi	pɒːsɐ~ilbːɐd	βɛstiɛs	wæwɑ	lʲek	ærɛd~kærɛd
EXPENSIVE	pitɲej	kɑlʲːis	kɑlːis	kɔmitada	ʃerɣɯ~ʃerɣækæn	draːɡɒ	tiːvrɐs	koːaːlːeʃ	dona	donɑ	tɨurɨz	divrɑs	ʃeˑrɡe	piˑtɲi	dʲensʲiʎiɐ~dʲeɲdʲiɐlkəː	kɑlːis	tɪnaŋ	tinɪŋ	tiβrrɑs	mʲirsɨmɨj	kɑlːis	kɒːlːɐʃ	tuβrɛs	mʲirʲeːtɑ	duno	kɑlːiʒ
EYE	sʲelʲmʲe	sʲilm	silmæ	sɛj	sɯnzæ	sɛm	ʧɑlme	ʧaːʎːm	ɕin	ɕin	siːlmɑ	ʧɑlmːɛ	ʃinʧɑˑ	sʲelʲmʲe	sʲejmɨ	silmæ	səm	sam	ʧɑlɛbmi	saji	silmʏ	ʧɐlʲmːʲɘ	ʧɛlmiɛ	sæw	sʲin	silʲm
FACE	ʨama	næɡ̥u		sæ	liʦæ	ɒrʦ	mu̯æðuh	kaːsːv	ban	ʨuʒəm	pɑlɡ	mʊu͡ɔhtu͡ɔ	ʧuriˑj	ʃama	xorə	nækœ~mʊɔtɔ	wʲenʃ	wiːʎt	mʊ̯ɔðʊh~aːmɑðɑcːʊ	mæntɨ	næɡœ	muɐðɐ	oːrɛdæjːa	sʲɑʔ	ɨmnɨr	mɔd
FAIRY_TALE	jovks	muinɑsjutː	sɑtʊ	dʲɔriʧu~ɕuzbiʧu	jamɑk	mɛʃɛ	mɑːinɐs	baːjçk~moːaːjnas	skazka	mojd	muininiːʒ	dɔlʊʃsʊbʦɑs	jomɑˑk	jofks	dʲurɨmɨ	stɑrinɑ~sʊɑrnɑ	moɲsʲ	moːjt	maːjnːɑs~ʦʊkʦɑ	ʨaptʲa	stɑrin	mɒːinɐs	heæmtʉrɛ	wɑdɑkoː	vɨʒɨkɨl	sɑrn
FALL	prams~sʲavorʲems	lɑŋk̥emɑ	pʊdɔtɑ~lɑŋːɛtɑ	sumɔjdʲ	kenvɑzɑʃ~ʃəŋɡɑltɑʃ	ɛʃik	jurːɐð	jorne~keːxːʨe	uɕnɨ	uɕnɨ	lɑŋɡə	ɡɑhːʧɑt	vozɑˑʃ~jørlɑˑʃ	prams~praʃendoms	soxʷɐʔtəsɐ	lɑŋkɛtɑ	pittɪ~rakantɪ	jolpatɪɣlaːluŋkʷʲe~patuŋkʷʲe	kɑhʧːɑh	alʨɨqa	pɑkːʊɔ~lɑŋːɛtɑ	kətʧɐd~viərːlɛd	kahʧɛdh	xəwŋɡəsʲ~moːʔnɑŋɡəsʲ	usʲɨnɨ	lɑŋːɛtɑ
FALL_ASLEEP	matʲedʲevems	uinumɑ	ui̯nɑxtɑː	kɔdraɕʲ	ɑmɑlenkeæʃ	ɛlɒlsik	nohædið	naɡruvːe	ɫaɲtnɨ	ɫɑɲtnɨ~unmovɕnɨ	iˀnːə	u͡ɔɑdːat	mɑʎeˑnkoltɑˑʃ	matodovoms	kuntudʲɐ	ʊinɔtɑ	iɬwojamttɪ	joloilmatuŋkʷʲe	nɔhkːɑh	qøntaʎeqa	ʊinɔtɑ	nocc͡çʲeːd	nahkɛstidh~nahkɛsalːɛdh	xoːnɑrɑsʲ	ummeusʲɨnɨ	ʊinɔtɑ
FAME	sodaviks	tuntud̥	kuːlui̯sɑ	tænæda	lɯmlə	hiːrɛʃ	mæːinuh~peːɡːɐlm	kulːjej		ɲimɑɫɑn~kɨvɕɑn	ovɑːri	mihtu͡ɔs	lyˑmlø	sodavʲiks	c͡çenɨrɨtɨə	kuːlʊsɑ	ujttɪ	waːnəŋ	pe̯ækːaːn~pe̯ækːaːlmɑs	tʲenɨmɨtɨj	kuːlʊʒʊ~tiɛtːævʏ	snaːtnɒi	pyœkːɛ	juɲeːtɑ	dɑno	tɛtɑb
FAMILIAR	sodaviks	tʲeɑd̥ɑ~tutːɑv	tʊtːʊ~tʊnːɛtːʊ	tænæda	pɑlɯmɯ	iʃmɛrt~iʃmɛrɛtɛʃ	u̯æpis~tuːbdɐs	tomtas	tədsa	tədsɑ	tundtɨb	u͡ɔɑhpɛs	pɑˑlɤme	sodaf	c͡çenɨntɨə	tʊtːʊ	ujttɪ	waːnə	tiɛðʊs	tʲenɨmɨtɨj	tʊtːɑvʊ	toːbdɐs	oæhpiɛs	tʲeːɲeːwɑnɑ	todmo	tʊtɑb
FAMILY	sʲemʲija	perekond̥	pɛrhɛ	mʲaztær	jiʃ~semnja	ʧɒlaːd	peːrɐ	piːras	ɕemʲja	ɕemʲɑ	ɑimroˀvz	bɛrɑj~fʊu͡ɔlkːɛ~fɑmilːjɑ	jeʃ	tnal~sʲemʲa	mɐðəc͡çerəʔ	pɛrɛh	irut~sʲemʲa	sʲeːmʲa~aːrtaʎ	pe̯ærɑʃ	jijajmøt	kɑnzʊ	piɐrɐ	fʉɛlhkiɛ	mʲɑdʔtʲeːr	sʲemʲɑ	kɑnz~pɛrɛh
FAR	umoɲ~kezerʲeɲ	kɑuɡ̥e	ɛtæi̯nɛn	kudahaj	mɯndɯr	taːvoli	kuhæs	tumːpleɕ	ɨɫicʲ	ɨɫi	kouɡi	ɡʊhːkɛn	torɑˑ~myˑndɤr	jiˑʨkozdʲeɲ~kunaˑrdoɲ	kuntəɡʷo~kuntəɡɐʔɐ	ɛtæhælːini~lɔitːɔni	χuw	χosa~ɤːln	kaːjdtʊs	quntaqɨj	lɔitːɔinɛ	kuc͡çʲɛs	kahkɛsɛ	ŋɑʔi~xubtɑ~ŋɨxɨ~ŋɑdɨxɨ	kɨdʲokɨsʲ	ɛdɑhɑinɛ
FATHER	tʲetʲa	isɑ	isæ	ɛsi	ætja	ɒpɒ~ɒcɒ	eːʧi	aʤ	aj	bɑc~ɑj	izɑː	ahːʧɛ	ɑʧɑˑ	alʲa	dʲesɨ~jidʲɐʔɐ	tʊɑtːɔ	asi	aːsʲ	aːhʧːi	æsɨ	iʒæ~tʊɑtːɔ	ɛtʧʲɘ	æːhʧiɛ	ɲisʲɑ	ɑjɨ~ɑtɑj	tɑt
FAT_(OBESE)	kuja	rɑsvɑnʲe	lihɑʋɑ	ajuta~tuʧaj	tɑzɑ	haːjɒʃ	pu̯æidæh	pujːt	ɡosa	ɡosɑ	jɑˀmdə~liːˀɛbi	bʊu͡ɔjdak	kojɑˑ	kujaˑ	dʲerəɡəː~dʲerbɐjkʷo	rɑsvɑni	wojaŋ	woːiŋ	pʊɛjti	yrɨj	lihɑvʊ~rɑzvɑkɑs	puɛidɒɣ	pɵajtɛhks	ŋɑjtɑ	kʌj	rɑzvɑkɑz
FAT_(ORGANIC_SUBSTANCE)	kuja	rɑsv	rɑsʋɑ	dʲur	kɑja	haːj~ʒiːr	pyeidi	pujːt	ɡos	ɡos~ʧoɡ	rɑzɑː	vʊu͡ɔʤɑ	kojɑˑ	kujaˑ	c͡çuʔ	rɑsvɑ	woj	woj	pʊɛjti	yr	rɑzvʊ	puəidːʲɘ	pʉɛjtiɛ	jurʔ	kʌj	rɑzv
FAULT	ʨumoʨʲi	syː	syː		vujnɑmɑt	byːn	vædːu	veːrː	vina	mɨʒ	siː	sʊdːu͡ɔ	tʲitɑˑk~jolɑˑ	muvorʃi	sʲiər	viærys		winawat	aːʃːaːlɑʃvʊ̯ɔhtɑ~sivɑlɑʃvʊ̯ɔhtɑ	yrɨ	viærʏs	viɛrːʲɘ	skɔltuʌ	sʲeːrʔ	jɑnɡɨʃ	værhʊzʲ
FEAR_(BE_AFRAID)	pelʲems	kɑrtmɑ	pɛlætæ	pidaɕʲ~piiʧʲ	lyðæʃ	feːl	poːlːɐð	pelːe	povnɨ	povnɨ	kɑrtə	bɑlːɑt	lydɑˑʃ	pelʲems	xiʎiʔsʲi	vɑrɑtɑ	paɬtɪ	piluŋkʷʲe	pɑlːɑh	ænɨqa	vɑrɑtɑ	pəːlːɐd	pɨlːɛdh	pʲīʎuʦʲ	kurdɑnɨ~kɨʃkɑnɨ	vɑrɑitɑ
FEATHER	tolɡa	sulɡ̥	sʊlkɑ~hœɥhɛn	tɔr	pən	tolː	puʣːɐ~tolɡe	poːnːʦ	ɡən	ɡən~tɨvbord	kɔːrɑ	dɔlɡːɛ	pɤˑstɤl	tolɡa	totə	sʊlkɑ~kynæ	pun	pun	pɔd͡sːɑ	tu	sʊlɡʊ~hœʏhɛn	podʣɐ	paʦːɛ	tərʔ	tɨlɨ	hœʊnɛh
FEBRUARY	fevralʲ	veːb̥ruɑr	hɛlmikuː	pʲɛbraʎ~dʲaradiri	fevrɑlʲ	fɛbruaːr	helmimæːnu	fevraʎ~fevraʎmaːnː	fʲevraʎ	urɑɕəm	fɛbruɑr	ɡʊu͡ɔvːɑmanːu͡ɔ	purɡɤʒ~fevrɑˑʎ	ufajkov	sʲeŋibtiðʲiʔiɐ	tʊiskʊkuː	patɭamtɪɬasʲ	fewraːʎ~reːtɪŋjuːswoj	kʊ̯ɔvːɑmaːnːʊ	ʨaŋajjirat	tʊhʊkuː	talʲvːʲmʲaːn	kuʌβtɛ	jɑrɑʲirʲij~fʲeːwrɑʎ	tulɨspɑl	ʊhɔkʊ
FEED	andoms	sœːtmɑ	ruɔ̯kːiɑ	ɔtaɡuɕʲ	pukʃɑʃ	ɛtɛt	purɐtːið	por̥te	vʲerdnɨ	verdnɨ	siːɛtə	bi͡ɛbːmɑt	pukʃɑˑʃ	trʲams~aˑndoms	ŋəməbtusɐ	rʊɔkːiɛ~syœtːyæ	ɬapattɪ	tɪttuŋkʷʲe	piɛbmɑh	apstɨqa	sʏœtːiæ	poːrtɛd~pɛɐmmɒd	pɨɛpmɛhtidh	ŋəwlɑsʲ	sʲudɨnɨ	sœtːɑ
FEEL_(TACTUALLY)	marʲams	tund̥mɑ	tʊntɛɑ		ʃiʒæʃ	eːrɛz	tubdɐð	kulːe~tusːve~toːmːte	kɨvnɨ	veʒərtnɨ~ɡəɡərvonɨ	tundə~mʊˀjːə	dɔbdːɔt	ʃiʒɑˑʃ	marʲams	nəmtysʲɐ~nəmtirsʲɐ	tʊntiɛ	sʲasʲtɪ~χuɬattɪ	saːjtoːɲsʲuŋkʷʲe	tɔvtɑh	kæmpɨqa	tʊndiɛ	tobdːɐd	tamtɛdh	nɑmdəsʲ~nəmdoːrʦʲ	ʃʌdɨnɨ	mʊjɑdɑ
FENCE	pirʲavt~pirvaks	ɑed̥~tɑrɑ	ɑi̯tɑ	dʲɔɡɔraa	zɑβor	kɛriːteːʃ	æiði	aːjːt	zabor	poʧəs	tɑrɑː	jɛrːɑ~ɡardːɛ	sɑvɑˑr	perʲafks	dʲuoʎir	ɑitɑ	jertəp	puːsas	aːjti	kut	ɑidʊ	aidːɐ~ʧuɐlːɐ	hɑːkɛnɛ	wɑʔ	zɑbor	ɑid
FEVER	maʃtɨks	pɑlɑvik	kuːmɛ		yʃtɯməʒ	laːz		ʒoarː	ʎoktrʲeɕːa~kɨntanʃoɡət	ʒɑr	jɔːɟ~pɑlɑːbtɛˀb	fi͡ɛbɑr	jyʃtɤmuˑʒ~ʎixorɑˑdke	maʃtɨks	sʲɐbɨʔxekuŋɨʔ	hiːlʊtʊs		isumalpi	paːhkːɑðaːvdɑ		ʒʊɑrɑ~tɛmpɛrɑtuːrʊ	ʒɒːrɐ	βæːjliɛ	jɑdʲoː	kezʲeɡ	særʊ
FIFTY	vedʲɡemʲeɲ	viːskymːend̥	ʋiːsikʏmːɛntæ	sɔbriɡbiu	vɯʦlɯ	øtvɛn	vitːɐlov	vɨdtloaɡkj	vitdas	vetɨmɨn	viːʒkimdə	vihːtɑlɔhkɛ	viˑtʎe	vʲeˑdʲɡemoɲ	səŋxəbʲiːʔ	viːsikymːɛntæ	wʲetjaŋ	atpan	vihtːɑlɔki	sompɨlasːar	viːzikʏmːɛn	vitːlo	βɨjhtɛlʉhkiɛ	səmʎɑŋɡʲuʔ	vitʲton	viʒkʏmnɛ
FIGHT	tʲurʲema	vɤitlus	tɑi̯stɛlʊ	sajduma	kreðælmæʃ	hɒrʦ	tu̯æri	vuajːpmuʃː	ɲaraɕəm~vʲermaɕəm	vermɑɕəm	vɨikslimi	du͡ɔɑrːu͡ɔ~u͡ɔɑjbːu͡ɔm~rɑhʧɑmʊs	kredɑlmɑˑʃ	tʲurʲemaˑ	torɐmubsɐ	tɔrɑ	ʎaʎstɪwʲer	woritotnəwaːrmaʎ	tɔ̯ɑrːʊ~vʊ̯ɔstelɑsvʊ̯ɔhtɑ	orɨɲːa	tɔrɑ~bɔrʧʊ	tuarːməʃ	kæmhpumɛ	tɑroːʔmɑ	ɲurjɑsʲkon	tɔrɑ
FILL	peʃtʲams	tæitmɑ	tæɥtːæː	padɨtaɕʲ	temæʃ	tølt~mɛɡtølt	tevdið	tʲiːvːte	tɨrtnɨ~tɨrɕətnɨ	tɨrtnɨ	tæutə	di͡ɛvdːɛt	tʲemɑˑʃ	paʃkodʲems	myntybtysʲɐ	tæytːyæ	təknaptatɪ	taːɣiɲtaptuŋkʷʲe	te̯ævtih	tʲirɨtɨqa	tæʏtːiæ	tiudːɛd	tiɛβhtɛdh	tʲeːrdʲeːsʲ	tɨrmɨtɨnɨ	tæʊtːɑ
FILTH	rudaz	sɑːst~mustus	likɑ	nɔhiɫ	ljavɯræ	ʃaːr~pisok	tuolvɐ	saːkːs	ɲac	ɲɑjt	riːʃt~ploɡɑː~mustit	læːnju͡ɔk	lɑvɤrɑˑ	ərdaˑz	ɲeɡɨku	likɑ~rɛtʊ		paːŋk	pɑʃkɑ~tʊ̯ɔvɑ~tʊrti	tam	rɛdʊ	saxsːɐ	hɑːskuʌ	ɲoːxoːlʔ	deri	rɛdʊ~pɑʧɑk
FIND	mujems	lʲeid̥mɑ	lœɥtæː	kɔɕʲ	moɑʃ	tɒlaːl	kɑvnɐð	koːaːvne	adzzɨnɨ	kɑʑɑvnɨ	liɛudə	ɡavnːɑt	muɑˑʃ	mums	ŋətədʲɐ	lœytyæ	ujttɪ	χoːntuŋkʷʲe~sɤːluŋkʷʲe	kaːvdnɑh~kaːvnːɑhih	qoqa	lœʏdiæ	kɒunːɐd	kɑːβnɛdh	xoːsʲ	ʃedʲtɨnɨ	lœʊtɑ
FINE_OR_THIN	ʨoviɲe	peːn~ɤhuke	hiɛ̯nɔ	dʲata	pəlʲɣɑ	veːkoɲ	fiːjnes	ɕeːŋjkeɕ	vəsɲit	posɲi	piːɛnti	fijnɛ	tɤˑɡɤde	ʃuvaˑɲa	dʷabtəɡəː	hiɛnɔ		osʲsʲa	se̯æɡki~fijnːis	ʨoptɨj	hiɛnɔ	fiːnɐs		jɑbtɑ	vekʨʲi	hɛn
FINGER	sur	sɤrm	sɔrmi	ʧubaj	pɑrnja	ujː	ʧuvde~suormɐ	ʨeːxːp	ʨuɲ	ʨuɲ	suorm	ʧʊvdːɛ	pɑrnʲɑˑ	sur	sʲusʲuoðə	sɔrmi	ɬuj	tuʎoːwɪl	sʊ̯ɔrɑbmɑ	munɨ	sɔrmi	suərmːɐ	suʌrmɛ	ŋudɑʔtɑrkɑ	ʨʲiɲɨ	sɔrʲm
FINGERNAIL	kenʒe	kyːs	kʏnsi	kɔza	kɯʧ	kørøm	koʣːɐ	keːnːʦ	ɡɨʒ	ɡɨʒ	kiːɲtʃ	ɡɑdʦɑ	kidkyˑʧ~pɑrnʲɑɡyˑʧ	kenʒe	kətu	kynsi	kunʃ	kosker	kɑd͡sːɑ	qatɨ	kʏnzi	kədʣɐ	kaʦːɛ~kʉɛhpɛrɛ	xədɑ	ɡiʒɨ~ɡiʒdiɲ	kʏnzʲ
FINGERNAIL_OR_TOENAIL	kenʒe	kyːs	kʏnsi	kɔza	kɯʧ	kørøm	koʣːɐ	keːnːʦ	ɡɨʒ	ɡɨʒ	kiːɲtʃ	ɡɑdʦɑ	kyʧ	kenʒe	kətu	kynzi	kunʃ	kons	kɑd͡sːɑ	qatɨ	kʏnzi	kədʣɐ	kaʦːɛ~kʉɛhpɛrɛ	xədɑ	ɡiʒɨ	kʏnzʲ
FINISH	prʲadoms	lɤpetɑmɑ	lɔpɛtːɑː	dʲɔsʲɛɕʲ	pɯtæræʃ	bɛfɛjɛz	luopːɐð	luepːte	jeʃtətnɨ~kʲerɨʃtnɨ	pomɑvnɨ	loptə	lɔhpɑdit~hi͡ɛjtːɛt	pɤtɑrɑˑʃ	adʲeˑlams	sʲɐtɨdʲi~sʲusʲuðysʲɐ	lɔpɛtːʊɑ	jetʃaptatɪ	aːstlaŋkʷʲe~χoltuŋkʷʲe	lɔ̯ɑhpɑhih	ɕynʨtɨqa	lɔpːiɛ~piætːiæ	loːpːtɛd	urːijidh	joːʎʦʲeːsʲ	bɨdtɨnɨ~bɨdestɨnɨ	lɔptæ
FIR	kuz	nulɡ̥	kuːsi	kazɨ	koʒ	fɛɲøː	kuosɐ	kuːsː	kəz	koz	kuːzɨz	ɡʊu͡ɔsːɑ	koʒ	kuz	koʔ	kuːsi	χuɬ	χoːwt	kʊ̯ɔsːɑ	qut	kuːzi	kuəsːɐ	kuʌsɛ	xɑdɨ	kɨz	kʊzʲ
FIRE	tol	tulʲi	tʊli	tu	təl	tyːz	tulːɐ	toːlː	bi	bi	tuˀʎ	dɔlːɔ	tul	tol	tuj	tʊli	tut	naːj	tɔlːɑ	ty	tʊli	tolːɐ	tɔlːɛ	tu	tɨl	læmɔi
FIRST	vasʲeɲ~vasʲenʦʲe	esʲimenʲe	ɛnsimːæi̯nɛn	ɔrtɛ	ikʃɯ~ikɯmʃɯ	ɛlʃøː	vuosmuʃ	avtmusː	mʲedodzza	medvodːzɑ	ɛˀʒmi	vʊu͡ɔstɑʃ	jiˑkɤmʃe	vasʲenʦʲe	ɲerəbtəː~ɲerəbtykyo	ɛnsimːæini	oɬaŋ	oːwɪl	vʊ̯ɔstːɑʃ	posukɨj	ɛzmæinɛ	vuəssɐ~əːudʲmʲəs	βuʌstɛs	ɲurtʲeːj~ɲeːrdʲeːɲɑ	nɨrɨsʲetijez	ɛzmæinɛ
FISH	kal	kɑlɑ	kɑlɑ	kari	kol	hɒl	kyeli	kuːʎː	ʨʲeri	ʨeri	kɑlɑː	ɡʊu͡ɔlːɛ	kol	kal	kolɨ	kɑlɑ	χuɬ	χul	kʊ̯ɔlːi	qælɨ	kɑlɑ	kuɛlːʲɘ	kʉɛliɛ	xɑʎɑ	ʨorɨɡ	kɑlɑ
FIVE	vetʲe	viːs	ʋiːsi	sɔbriɡ	vɯʦ	øt	vitːɐ	vɨdt	vit	vit	viːʒ	vihːtɑ	viʧ	vʲetʲe	səŋxəʎɐŋkə	viːsi	wʲet	at	vihtːɑ	sompɨla	viːzi	vitːɐ	βɨjhtɛ	səmʎɑŋɡ	vitʲ	viʒ
FLAT	lapuʒa	lɑme~tɑsɑnʲe	litːɛæ~tɑsɑi̯nɛn	ɫata	tæljakæ	ʃiːk~lɒpoʃ	tuolbɐs~toːbʤɐs	tuːlːp	ɫapkəsa	pɫɑvkəs~ʧəʧkəs	liːɛzlimi~lɑˀiɡlimi	dʊu͡ɔlbu͡ɔ~dʊu͡ɔlbʊk	lɑpkɑˑ	lapʃ	xɨndɐjkʷo	lɑʧɑkːɑ		talkʷa	tʊ̯ɔlɑpɑ	tækɨpɨjqaŋɨk	lɑʧːʊ	tuəlbɐs	pʰlɨɛhʧɛ	lɑbtɑ	ʧoʃkɨt	lɑpɑk
FLAVOR	ʨʲiɲe	lɤxn	hɑjʊ	ɔt	pəʃ	sɒɡ	opsɐ~hɑːjɐ	aps~leːɡk	duk	zɨn~duk	kɑrd	hɑbjːɑ	puʃ	ʃiɲe	bʲiə	tʊɔksʊ	əpaɬ	at	haːcːɑ	aptɨ	hɑjʊ~kʊɑrʊ	əpsːɐ~xɒːʝːɐ	hɑːjɛ	ŋɑbt	zɨn	hɑjʊ
FLEE	orɡodʲems	pɤɡ̥enʲemɑ	pɑɛtɑ	kunuɕʲ	kərɣəʒɑʃ	mɛnɛkyl	pɑtɐrið	poːaːʧːke	pɨʃʃɨnɨ	pɨʃjɨnɨ	urɡə	bahtɑrit	kurʒɑˑʃ	vorʲɡodʲems	kunədʲɐ~xʷɐŋkədʲɐ	mænːæpɑkɔh~pʊɑtɑ		ojuŋkʷʲe	paːhtɑrih	alpʲapaktɨqa	kɑrkɔtɑ~pɑjɛtɑ	ʧəcc͡çʲeːd	pɑːtaridh~pʰɑːhkanatːɛdh	xunəsʲ	peɡʥɨnɨ	pɑɡɛtɑ
FLIP	velʲavtoms	ymb̥erpœːrɑmɑ	kæːntæː	sæzhudaɕʲ	særælæʃ	fordiːt~mɛɡfordiːt	jurɡɐlið	viːrːlaxːjte~kaːvɕe	bʲerɡətnɨ	berɡədnɨ	kiːɛrə	jɔrɡːɔlit	jirɑlɑˑʃ	ʃaˑrftoms	dʲiəɡəltɨdʲi	kiænːɛlːæ~kiæntyæ	kerttɪ~karəmatɪ	moːtnupɪljoːŋχuŋkʷʲe	jɔrɔkɑlih	moqɨnakojaltɨqa	kiændiæ	ʝɔːrɣlɐtːʲɛd	jarkɛlidh	sʲurtʲeːsʲ	berɨktɨnɨ	kætɑ~kærɑʊtɑ
FLOCK_(OF_SHEEP)	stada	kɑri	lɑwmɑ	tada	kɯtø	ɲaːj~ʧordɒ	ʧɑɡːe	ʧuez~ʨiːɡar	ɡurt	stɑdɑ~keʎəb	kɔːrʲɑ	æːlːu͡ɔ~fʊu͡ɔvːɑ	kyˑty~tyʃkɑˑ	nal~stada	ɲilɨmɨ	kɑrjɑ	tasʲ	puːŋaɲa	tɔ̯ɑhkːi	mʲilɨ	kɑrjʊ	tukːɐ~vɐlʲvːʲɘ	toæhkiɛ	mɑdoːrʔ	ulːʲo	kɔɡɔ
FLOOR	kijaks	pɤrɑnd̥	lɑtːiɑ	ɫata	seðɯræ	pɒdloː	ʃɑlde	ʃaʎːt	dʒodʒ	ʤoʤ	pɨːrɑnd	ɡʊu͡ɔlbːɛ	kyvɑˑr	kijaˑks	loc͡çu	lɑtɛ	χotχar	kolkan	laːhtːi	møtɨl	lɑtɛ	ʃɐlʲdːʲɘ	kʉɛlpiɛ	lɑtɑ	vɨʒ	lɑvɑ
FLOW	ʨudʲems	voːlɑmɑ	ʋɑlʊɑ~juɔ̯stɑ	tɛsɡuɕʲ	joɣɑɕː	fojik	kulɡɐð	koːlːke	vizɨvtnɨ	vizuvtnɨ	ɑˀilə~juːokʃə	ɡɔlɡːɔt	joɡɑˑʃ	ʃudʲems	lʷɐʔtudɐ	vɑlʊɔ	owtɪ	owuŋkʷʲe	kɔlɔkɑh	kyŋɨltɨmpɨqa	virːɑtɑ~mɑtkɑtɑ	kolɡːɐd	kalkɛdh	loːxoːrʦʲ~sʲəlɑjɑsʲ	bɨzʲɨnɨ	vɑlʊdɑ
FLOWER	ʦʲeʦʲa	lʲilː	kʊkːɑ	ɔdɨ	peleðɯʃ	viraːɡ	kukːæ	ɨvnenʧ	ʦvʲetok	ʣoriʣ	pusk~pucːkɨz	ɡi͡ɛʤɛk	peʎeˑdɤʃ	panʨf	lukuðʲiɐj	kʊkːɑ		χoramɪŋluːpta	raːsːi	tswetok	kʊkːʊ	xɛarʲvːʲrʲaːsːʲɘ	rɨɛsɛɡɛ	ŋɑmdædʔŋæwɑ	sʲɑsʲkɑ	ænik
FLOW_(OF_RIVER)	ʨudʲems	voːlɑmɑ	ʋirːɑtɑ	kɔdɔbiɕʲ	joɣɑɕː	aːrɒmlik	kulɡɐð	koːlːke	kiɕːɨnɨ	kisɕɨnɨ	ɨˀvːə	ɡɔlɡːɔt	ʃijɑltɑrɑˑʃ	ʃudʲems	lʷɐʔtudɐ	vɑlʊɔ	sʲorɪtɪ	soːsχatuŋkʷʲe	kɔlɔkɑh	kyŋqa	vɑlʊɔ	kolɡːɐd	kalkɛdh	xəmdumzʲ	kisʲkɨnɨ~jisʲtisʲkɨnɨ	vɑlɑdɑs
FLY_(INSECT)	karvo	kærb̥es	kærpænɛn	tuhudaʧi	ʃɯŋɡæ	leːɟ	ki̯ærpæʃ	ʧueraʃ	ɡut	ɡut	kærmi	ʧʊrʊk	kɑˑrme	karu	kir	kærpæni	sərɪ	sɤːriwaːrup	ʧʊrʊ	tɨpʲa	kærbæinɛ	ʧuɐrɐ~ʧuɐrɒs	ʧuʌrɛ~puʌrɛɡɛ	toːxoːndɑbʦoː	kut	kærbhɑinɛ
FLY_(MOVE_THROUGH_AIR)	lʲivtʲams	lʲend̥ɑmɑ	lɛntæː	ʧidʲ	ʧoŋɡeʃtæʃ	saːlː	kirdeð	kɨrːte	ɫebavnɨ	ɫebnɨ	lində	halɛdit~ɡirdːɛ	ʧoŋeʃtɑˑʃ	lʲijems	təirsʲi	lɛntyæ~lɛnːɛlːæ	purɬatɪ	tilamlaŋkʷʲe	kirtih	tʲimpɨqa	lɛndiæ	c͡çɛrʲdːʲɛd	hæːliɛhtidh	tʲirʦʲ	lobɑnɨ	lɛtɑ
FOAM	ʨov	vɑxt	ʋɑːxtɔ	ɕiɕu	ʃoŋɡ	hɒb~tɒjteːk	suptɐ	soːpːt	bɨɡ	bɨɡ~bɨɡʑəm	ʃuːm	sɔpːtɔ	ʃoŋ	ʃov	xorbu	vʊɑxti	ɲawar	ɲeːr	sɔktɑ	ɕi	vʊɑxti	soptːɐ	saptɛ	sʲisʲoː	ʃukɨ	vɑxt
FOG	suv	ud̥u	sʊmʊ	ɕiɲɔ	tɯtɯræ	kød	mi̯ærkːæ~omo	ʨiːɡk~suʎːn	tuman	ru~oɲ	uˀd~tosɑː	mʊrkːu͡ɔ~mi͡ɛrkːa	tytɤrɑˑ	tumaˑn	kəku	huːvvɛh	ʃuw	sɤːŋkʷ	miɛrɑhkaː	ʨaptɨ	ʊdʊ	suɛlʲnːʲɘ	soɒβla~meærhka	sʲiɲoː	bus	sʊmɛɡ
