Gloss	Erzya	Estonian	Finnish	Hungarian	Inari Saami	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Pite Saami	Proto-Uralic	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Ume Saami	Veps	Votic	Võro
SEED_170-f				mɒɡ																							
SEED_170-g													uːrlɑχ														
SEED_170-h								sem																			
SEED_170-i																			mumːol								
SEED_170-j																											
SEED_170-k														tom													
SEED_170-l								lænsem																			
SEED_170-m			jyʋæ																							jyvæ	
SEED_170-n																											
SEE_90-a	ɲejems	næhɑ	næçdæ			næhːæ																				næʧemæ	
SEE_90-b									ujːne																		
SEE_90-c														uʒɑm													
SEE_90-e										ɑʥːɯnɯ	ɑʥːɯnɯ												ɑʥːɯnɯ				
SEE_90-f				laːt																							
SEE_90-g								wu					wɑːɣ														
SEE_90-h																			mɑnʧə								
SEE_90-i										viʥɤtnɯ																	
SEE_90-j															ŋəðyɕɑ												
SEE_90-k															ɕejmɯʔsɯ												
SEW_171-a		ɤmːeltɑ	o̞mːe̞lːɑ			omːelːɑ																				ɤmːɤlːɑ	
SEW_171-b									kuarːe																		
SEW_171-c	stɑms																										
SEW_171-d				vɒrː						vurnɯ	vurnɯ			urɣem									vurɯnɯ				
SEW_171-e								jɑnt					juːnti														
SEW_171-f															soʧədʲɑ				ɕyːtːə								
SEW_171-g								jɯn																			
SEW_171-h															sonsɯdʲi												
SHADE_95-a		vɑri	ʋɑrjo̞																							vɑrjo	
SHADE_95-b						kupˑɑːhuz																					
SHADE_95-c																											
SHADE_95-d																											
SHADE_95-e									kɨvːʲn																		
SHADE_95-f	suʎej																										
SHADE_95-g														ymə̠l													
SHADE_95-h										vuʤɤr	vuʤɤr												vuʒer				
SHADE_95-i				aːrɲ																							
SHADE_95-j													is														
SHADE_95-k								iləs																			
SHADE_95-l															ʧiəbə				tiːkːɑ								
SHAKE_272-a			rɑʋist̪ɑː																								
SHAKE_272-aa													reːpi														
SHAKE_272-ab															torkiʧusɑ												
SHAKE_272-az				raːz																							
SHAKE_272-b						puisːelːɑ																				puisːɤmɑ	
SHAKE_272-c		rɑpːutːɑtɑ																									
SHAKE_272-d																											
SHAKE_272-e																											
SHAKE_272-f																											
SHAKE_272-g																											
SHAKE_272-h	ʧukɑdʲems																										
SHAKE_272-i	sornovtoms																										
SHAKE_272-j	tʲerɲevtʲems																										
SHAKE_272-k														ʧə̠tə̠rə̠ktem													
SHAKE_272-l														ryzem													
SHAKE_272-m														loŋɑm													
SHAKE_272-n											zurkɤdnɯ																
SHAKE_272-o											vɑrkɤdnɯ																
SHAKE_272-p																			ʧupər								
SHAKE_272-q																							sezjɑni				
SHAKE_272-r																											
SHAKE_272-s													reːχti														
SHAKE_272-t																											
SHAKE_272-v								ɳø̆ɣət																			
SHAKE_272-w									puʃːʲte																		
SHAKE_272-x										pɯrkɤtnɯ																	
SHAKE_272-y										trekɤtnɯ																	
SHALLOW_281-a		mɑtɑl	mɑt̪ɑlɑ			mɑd̥ɑlɑin																				mɑtɑl	
SHALLOW_281-b																											
SHALLOW_281-c									ʦueɡʲesʲ																		
SHALLOW_281-d	ɑlkɑ~ɑlkɑ																										
SHALLOW_281-e														tɑʎɑkɑ													
SHALLOW_281-f										ʎɑpkɯt	ʎɑpɯt												lɑpeɡ				
SHALLOW_281-g								sɑrəm																			
SHALLOW_281-h				ʃɛkeːj																							
SHALLOW_281-i													tɑlkʷɑ														
SHALLOW_281-j															tɯrɑː												
SHALLOW_281-k										lɑʒmɯt																	
SHALLOW_281-l															ɕiŋəː												
SHARE_306-a	jɑvoms~jɑvoms		jɑkɑː			jɑkˑɑː			juːɡːʲe		juknɯ~juknɯ															jɑkɑmɑ	
SHARE_306-b																											
SHARE_306-c	sɑʦtoms																										
SHARE_306-d														ojə̠rem													
SHARE_306-f										jɑnsɤtnɯ																	
SHARE_306-g										torjɤtnɯ																	
SHARE_306-h													uːrti														
SHARP_172-a		terɑv	t̪e̞ræʋæ			terˑæːvæ																				terævʲ	
SHARP_172-b																											
SHARP_172-c									pasːʲtlesʲ																		
SHARP_172-d																											
SHARP_172-e	kerʲi~kerʲi																										
SHARP_172-f														pysø													
SHARP_172-g										leʨɯt	leʨɯd												leʨɯt				
SHARP_172-h											joɕ																
SHARP_172-i				eːlɛʃ																							
SHARP_172-j													peːlpɑ														
SHARP_172-l															homɯntɯə												
SHARP_172-m																			ɑːŋtəʎ								
SHARP_172-n				hɛɟɛʃ																							
SHARP_172-o																											
SHARP_172-p						suiɡ̊u																					
SHARP_172-q	pʃtʲi																										
SHARP_172-r															ɲomsɑjkuə												
SHELL_267-a			simpukːɑ																								
SHELL_267-b			nækiŋke̞ŋkæ																								
SHELL_267-c														rɑkə̠βoð													
SHELL_267-d																											
SHELL_267-e		teokɑrp				konːɑŋkɑrpːi																				konːokɑrpːi~konːokɑrpːi	
SHELL_267-f																											
SHELL_267-g									kaːl̥ːʲʧ																		
SHELL_267-h	kumbrʲɑ																										
SHELL_267-i																							kwɑʎem				
SHELL_267-j				kɒɟloːɦeːj																							
SHELL_267-k						konːɑŋkɑrpːi																				konːokɑrpːi~konːokɑrpːi	
SHELL_267-l		teokɑrp																									
SHELL_267-m											rɑk~rɑk																
SHELL_267-n										rɑkovinɑ																	
SHIT (DEFECATE)_307-a		pɑsɑntɑtɑ	pɑskɑn̪t̪ɑː						paːʃːʲke					puʃkeðɑm													
SHIT (DEFECATE)_307-b		sitːutɑ								sitɑɕnɯ	sitɑvnɯ												sitʲɑnɯ			sitːumɑ	
SHIT (DEFECATE)_307-c																											
SHIT (DEFECATE)_307-d	ɕerɲems			sɒrik																							
SHIT (DEFECATE)_307-e																											
SHIT (DEFECATE)_307-f																			tyt								
SHIT (DEFECATE)_307-g								po̝ɣət					poχti														
SHORT_295-a		lyhikːe	lyɦyt̪			lyhyd̥																				lyhyd̥	
SHORT_295-b								wæɳ	ɒːnʲxesʲ																		
SHORT_295-c	nurʲkɑ~nurʲkɑ																										
SHORT_295-d														kyʧə̠k													
SHORT_295-e										ʤeɲɯt	ʤeɲɯd																
SHORT_295-f																							vɑkʨi				
SHORT_295-g				røvid																							
SHORT_295-h													wɑːtʲi														
SHORT_295-i								ɲɑɣəlt																			
SHORT_295-j															kəːʎyky				qɑːmə								
SHORT_295-k						mɑd̥ɑlɑin~mɑd̥ɑlɑin																					
SHUT_251-a		sulketɑ	sulke̞ɑ																								
SHUT_251-b																											
SHUT_251-c																											
SHUT_251-d		kinːi pɑnːɑ																								ʧiːn pɑnɤmɑ	
SHUT_251-e																											
SHUT_251-f																											
SHUT_251-g																											
SHUT_251-h									kaːhtʲe																		
SHUT_251-i	pekstɑms																										
SHUT_251-j	ɕolɡoms																										
SHUT_251-k											pɤdlɑvnɯ																
SHUT_251-l				bɛzaːr																							
SHUT_251-m				bɛʧuk															ʧɑqəʧə								
SHUT_251-n														petə̠rem													
SHUT_251-o														tyʧɑm													
SHUT_251-p																							pɯʦɑnɯ				
SHUT_251-q								pent					lɑppɑnti														
SHUT_251-r													juwχɑrti														
SHUT_251-s																											
SHUT_251-t										vevtɑvnɯ																	
SHUT_251-u															tələdʲɑ~tələdʲɑ												
SING_173-a		lɑultɑ	lɑwlɑː			lɑulɑː																				lɑulomɑ	
SING_173-b																											
SING_173-c	morɑms													murem													
SING_173-d										ɕɯvnɯ	ɕɯvnɯ																
SING_173-e																							kɯrʥɑnɯ				
SING_173-f				eːnɛkɛl																							
SING_173-g				dɒlol																							
SING_173-h								ærəɣ					eːrɣi														
SING_173-i								loj																			
SING_173-j																											
SING_173-m																			koʎməʧːə								
SING_173-n																											
SING_173-o									laːvːle																		
SING_173-p															kəjŋiʔɕɑ												
SISTER_279-a	sɑzor	sɤsɑr				sizɑr								ʃyʒɑr									suzer			sɤsɑr	
SISTER_279-c																											
SISTER_279-d									vuerːʲpenʲ																		
SISTER_279-e	pɑtʲɑ																										
SISTER_279-f														ɑkɑ									ɑkɯ				
SISTER_279-g										soj	ʨoi																
SISTER_279-h																			neʎɲæ								
SISTER_279-i								æɲi																			
SISTER_279-j				laːɲtɛʃtveːr																							
SISTER_279-k																							ɑpɑi				
SISTER_279-l													jɑɣɑːɣi														
SIT_174-a	ɑʃtʲems ozɑdo	istutɑ	ist̪uɑ			istuɑ																				isːumɑ	
SIT_174-b																											
SIT_174-c														ʃiɲʧem													
SIT_174-d										pukɑvnɯ	pukɑvnɯ												pukɯnɯ				
SIT_174-e				yl																							
SIT_174-f								ɑməs					uːnli		ŋomtyɕɑ~ŋomtyɕɑ				ɑːmti								
SIT_174-g									ɨʃːte																		
SKIN_69-a			iɦo̞			iho																				iho	
SKIN_69-b						hibjæ																					
SKIN_69-c		nɑhk																									
SKIN_69-d																											
SKIN_69-e	kiɕke																										
SKIN_69-f														koβɑʃte													
SKIN_69-g										kuʨik	ku				kuhuo				qopə				ku				
SKIN_69-h				bøːr																							
SKIN_69-i								sŏɣ					sow														
SKIN_69-j	kedʲ																										
SKIN_69-k																											
SKIN_69-l									tuːʎː																		
SKIN_69-m						teːlɑ																					
SKIN_69-n																											
SKIN_69-o																											
SKY_175-a		tɑevɑs	t̪ɑiʋɑs			tɑivɑz																				tɑivɤz	
SKY_175-b									alːʲm	jenɤʒ	jeneʒ												in~in				
SKY_175-c																											
SKY_175-d	meɲeʎ																										
SKY_175-e														kɑβɑ													
SKY_175-f																			nom								
SKY_175-g				eːɡ																							
SKY_175-h								torəm					toːrəm														
SKY_175-i													kors														
SKY_175-j															ŋuə												
SLEEP_176-a			nukːuɑ			nukːuɑ																					
SLEEP_176-b		mɑkɑtɑ				mɑmːɑd̥ɑ~mɑmːɑd̥ɑ																				mɑkːɑmɑ	
SLEEP_176-c																											
SLEEP_176-d	udoms			ɒlsik				ɑ̆lɑ	vuedːʲe																		
SLEEP_176-e														mɑlem													
SLEEP_176-f										uʑnɯ	uʑnɯ												iʑɯnɯ				
SLEEP_176-g													χoji														
SLEEP_176-h															kunsuɑsɑ				qonti								
SMALL_96-a			pie̞ni			peːn																				peːn	
SMALL_96-b	viʃkɑ~viʃkɑ	væikːe																									
SMALL_96-c									udʦʲ																		
SMALL_96-d																											
SMALL_96-e																											
SMALL_96-f																											
SMALL_96-g														tə̠ɣə̠ðe													
SMALL_96-h										uʨɤt	iʨɤt			izi													
SMALL_96-i											posɲɯd												piʨi				
SMALL_96-j													ɑj														
SMALL_96-l													mɑːɲ														
SMALL_96-m								æj																			
SMALL_96-n																											
SMALL_96-o								økəm																			
SMALL_96-p																			kɯpɑ								
SMALL_96-q															hiɲiə												
SMALL_96-r															ɕeəlɑku												
SMELL_177-a		hɑistːɑ	hɑist̪ɑː																								
SMELL_177-b																											
SMELL_177-c																											
SMELL_177-d								ewsintə	apːʲse		isɑvnɯ		ɑtɑji	ypʃiɲʧɑm					ɑptæptə								
SMELL_177-e	ɲikɕems																										
SMELL_177-f										zɯnɑvni~zɯnɑvni													zɯnjɑnɯ				
SMELL_177-g				sɒɡol																							
SMELL_177-h															ʧinydʲɑ												
SMELL_177-i																											
SMELL_177-j																											
SMOKE (EXHAUST)_50-a			sɑʋu			sɑvːu			suːvː																	sɑvːu	
SMOKE (EXHAUST)_50-b		suiʦ																									
SMOKE (EXHAUST)_50-c	kɑʧɑmo																										
